,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,isrc,genres
473,"Orff: Carmina Burana, Pt. 2, In Taberna: Ego sum abbas Cucaniensis",1,0.427,0.157,8,-21.056,1,0.0916,0.946,4.59e-05,0.113,0.18,83.609,87800,3,GBAYC9700998,"british orchestra,classical,classical performance,orchestra"
474,Abba Abba,0,0.675,0.459,4,-12.132,1,0.125,0.921,0.342,0.279,0.846,122.906,303427,4,INH100500455,"chutney,classic bollywood,desi pop,filmi"
475,"Abuelo, Dulce Abuelo",11,0.748,0.652,9,-6.275,0,0.0388,0.233,0.0,0.124,0.763,93.608,183813,4,ARF109903033,"folclore tucumano,pop romantico"
476,Abandono,2,0.287,0.465,0,-6.723,1,0.0322,0.565,0.00109,0.126,0.334,158.724,195600,4,BRBMG8000267,"pop nacional antigas,velha guarda"
477,Abracadabra,1,0.688,0.608,0,-10.612,0,0.0767,0.223,0.00697,0.066,0.601,137.658,171400,4,GBGHQ1000033,psychedelic folk
478,Abgewöhnen,0,0.559,0.619,11,-5.382,0,0.18,0.322,0.000317,0.561,0.89,159.865,138994,4,DEC830901712,
479,Abschied,0,0.302,0.11,5,-22.431,0,0.0367,0.994,0.932,0.121,0.908,174.167,104591,3,ATC191200012,
480,Abatah,0,0.332,0.122,5,-15.886,1,0.0406,0.985,0.103,0.111,0.191,142.937,216790,1,aea148001728,
481,Abusado,0,0.636,0.848,2,-3.595,1,0.179,0.773,0.00276,0.68,0.966,126.944,187873,4,ARIXB2204391,
482,Abri,0,0.526,0.223,2,-18.392,0,0.0669,0.73,0.0029,0.15,0.277,164.158,263265,4,FR2X42293298,
483,Abri,0,0.515,0.257,4,-15.413,1,0.0311,0.0687,0.0,0.52,0.456,134.865,227263,4,FR2X42202677,
484,Abuelita,1,0.555,0.323,0,-11.153,1,0.209,0.475,1.91e-06,0.161,0.478,74.255,278871,4,GBSMU8311899,
485,Ablution,0,0.535,0.282,1,-14.916,1,0.0578,0.482,0.494,0.127,0.446,108.67,400360,1,DEA310401865,
486,Abrebrecha,6,0.709,0.483,4,-9.206,0,0.0328,0.353,0.0259,0.478,0.84,133.997,297920,3,QZ7R41851067,folclor colombiano
487,Abril,3,0.361,0.302,0,-11.494,1,0.0336,0.665,0.0,0.21,0.301,143.643,116867,3,MXF600602487,"bolero cubano,cantautor,nueva cancion,trova"
488,Abtasm,0,0.519,0.602,5,-5.274,0,0.0394,0.451,0.0,0.115,0.768,84.067,382933,3,EGA019003612,
489,Abuelita,0,0.471,0.318,8,-10.279,1,0.0458,0.84,0.00028,0.164,0.487,153.827,166243,3,MXF368025679,
490,ABCD,0,0.736,0.979,4,-5.679,0,0.231,0.412,0.00606,0.254,0.523,141.444,266373,4,CH6542106657,
491,Absurdo,0,0.544,0.262,11,-10.429,0,0.035,0.838,0.61,0.0812,0.597,86.443,178488,3,QZGLM2019666,"classic colombian pop,musica popular colombiana"
492,Abraxus (Remastered),0,0.469,0.0238,7,-24.936,0,0.0538,0.992,0.96,0.138,0.0834,101.371,129745,3,QMGXA2130955,
493,El Abuelo,0,0.724,0.444,0,-11.947,1,0.0472,0.761,0.0,0.232,0.646,123.589,208360,4,ARF108000162,folklore argentino
494,Janam Abdhi,0,0.55,0.199,2,-14.674,1,0.258,0.934,0.0,0.25,0.567,148.592,235000,3,INH100280610,"classic bollywood,filmi,ghazal,modern bollywood,rabindra sangeet"
495,It's absurd,5,0.607,0.791,8,-11.94,1,0.0378,0.00215,0.0224,0.0633,0.587,139.33,210947,4,NLA240907356,
496,Aita abdia,0,0.563,0.367,4,-16.575,1,0.0665,0.685,0.0393,0.151,0.622,109.332,258206,3,FR43D2200609,chaabi marocain
497,Rio abaixo,0,0.547,0.53,2,-13.321,1,0.0326,0.0733,0.00108,0.0862,0.814,91.804,222810,4,PTVC12100266,
498,Cinta Abadi,0,0.496,0.194,4,-19.117,1,0.0358,0.843,8.36e-05,0.152,0.22,141.185,264970,4,FR2X42219410,
499,El Abanico,0,0.791,0.619,0,-6.473,1,0.0838,0.549,0.927,0.113,0.968,107.124,162227,4,GBAJE5800021,dixieland
500,ABC Twist,0,0.662,0.44,8,-13.574,1,0.0438,0.953,0.826,0.102,0.78,110.709,174000,4,US4XG0406860,
501,About Preachers,0,0.494,0.278,1,-22.437,1,0.948,0.982,0.054,0.348,0.426,77.503,489840,5,QMFME1392775,
502,Cinta Abadi,19,0.635,0.575,5,-4.476,1,0.0247,0.21,0.0,0.122,0.503,97.747,202875,3,IDC307000525,"classic indo pop,dangdut,indonesian psychedelia"
503,Cinta Abadi,0,0.331,0.539,0,-7.675,1,0.0395,0.933,0.483,0.224,0.362,79.92,322427,4,IDA181101729,classic indo pop
504,Raga Abhogi,1,0.453,0.455,0,-18.749,0,0.0812,0.921,0.856,0.131,0.352,94.99,1135093,4,QM4TX1594893,"bansuri,hindustani classical,hindustani instrumental,indian classical"
505,Abena Julie,0,0.717,0.742,7,-13.844,1,0.0531,0.0348,0.0,0.0943,0.743,131.238,436533,4,QZ4P81619300,"highlife,hiplife,old school highlife"
506,Abrázame - Remasterizado,1,0.371,0.462,4,-8.102,1,0.0274,0.761,0.0518,0.105,0.302,86.482,219200,3,ES5021901755,"pop romantico,spanish invasion"
507,Remaja ABCD,2,0.652,0.761,2,-0.422,1,0.0269,0.0672,0.0,0.165,0.73,140.148,182045,4,IDC307000873,"classic indo pop,dangdut,indonesian pop,indonesian psychedelia,keroncong"
508,Abbo Entha,0,0.605,0.548,11,-9.736,1,0.508,0.983,0.651,0.226,0.946,71.444,187023,4,INH100503679,"classic kollywood,filmi"
509,Abanico Meterete,0,0.775,0.693,9,-4.43,0,0.0403,0.786,0.0,0.244,0.926,109.804,114614,4,ARG991034009,
510,Aba Pai,2,0.522,0.392,4,-10.557,1,0.0398,0.597,0.0,0.554,0.581,115.825,178907,4,US7VG1647100,"brazilian gospel,fogo pentecostal,gospel antigas"
511,Åh abe,0,0.54,0.563,10,-9.314,1,0.0381,0.736,1.55e-05,0.0607,0.966,172.847,88600,4,GBLPF0262116,dansktop
512,Abuh ameden,0,0.635,0.455,2,-15.589,1,0.0866,0.211,7.16e-06,0.108,0.709,99.203,321205,3,FR59R2342576,
513,Sepiku Abadi,2,0.609,0.242,2,-19.742,1,0.0341,0.728,0.0244,0.112,0.568,96.124,249340,4,FR10S2243307,"classic indo pop,dangdut"
514,Biarlah Abadi,0,0.694,0.551,5,-9.577,1,0.0319,0.561,0.0,0.67,0.611,112.134,171923,4,FR2X42242503,
515,Andava Abandonado,4,0.644,0.315,7,-9.049,1,0.0311,0.749,0.0,0.114,0.695,116.717,124213,4,BRGVR1900290,gospel antigas
516,Rio Abaixo,1,0.859,0.405,0,-8.962,1,0.127,0.249,0.0,0.0538,0.727,134.135,171267,4,BRBMG8000128,"mpb,viola caipira"
517,Cuesta Abajo,0,0.562,0.14,6,-18.705,0,0.0774,0.826,0.0,0.146,0.452,106.638,216085,4,US7VG2112999,"guitarra argentina,tango"
518,Gala Abend,0,0.395,0.429,0,-15.094,0,0.0516,0.962,0.915,0.18,0.25,145.247,229563,4,FR6V80382683,
519,Cinta Abadi,0,0.56,0.443,8,-10.665,1,0.0279,0.867,0.00432,0.0639,0.36,127.396,245063,4,FR2X42312868,
520,Los Abuelos,0,0.721,0.474,0,-8.531,1,0.0401,0.0113,0.347,0.049,0.744,138.85,107187,4,US4XG0407332,
521,Souret Abassa,0,0.277,0.0377,7,-19.538,1,0.0498,0.992,0.0442,0.247,0.28,82.099,896444,4,QZ4UU1600382,
522,Al Abel,0,0.308,0.501,11,-9.127,0,0.0427,0.484,0.0,0.397,0.335,77.864,321411,4,QM6N22296369,
523,El Abismo,0,0.52,0.418,5,-7.979,1,0.0414,0.955,0.00062,0.197,0.572,108.801,161800,3,QM6N21996749,
524,Ab dafür,0,0.307,0.799,2,-8.937,1,0.0815,0.886,0.00822,0.368,0.581,98.463,296604,4,DEF988004401,liedermacher
525,Abhimani Bandhure,0,0.377,0.41,2,-14.081,1,0.0505,0.963,0.00443,0.126,0.516,120.186,248360,5,INH100620552,
526,Cinta Abadi,0,0.655,0.273,5,-16.729,0,0.0337,0.504,1.53e-05,0.374,0.713,122.497,235694,4,IDA510905439,
527,Barranca Abajo,0,0.659,0.191,1,-18.016,0,0.0769,0.994,0.881,0.111,0.621,125.586,155973,4,QM7281628418,vintage tango
528,Querência Abandonada,3,0.654,0.39,11,-10.513,1,0.0299,0.582,0.0,0.0834,0.693,90.662,230118,4,QZ5AB2398088,
529,Abballu - Remastered,0,0.456,0.486,2,-9.645,1,0.0285,0.0546,0.0136,0.106,0.123,105.442,134629,4,ITDD01200157,
530,All Aboard,1,0.514,0.777,2,-5.121,1,0.0299,0.601,6.15e-06,0.22,0.732,110.666,225827,4,GBAZP8000122,
531,Céu Aberto,0,0.235,0.288,5,-11.126,0,0.0338,0.959,0.29,0.119,0.16,112.825,202815,4,US7VG2249597,gospel antigas
532,Abang Madun,0,0.704,0.512,5,-18.937,1,0.0366,0.674,0.501,0.161,0.966,148.135,334309,4,IDA431809075,
533,He's Able,0,0.368,0.511,0,-11.402,1,0.0468,0.697,1.8e-06,0.116,0.435,69.799,339240,4,US1SR1917729,
534,Abderhamane's Demise,3,0.859,0.87,1,-10.289,1,0.0643,0.0375,0.782,0.0495,0.44,111.211,230120,4,GBNLN1100028,"dub,experimental dub,uk reggae"
535,Cinta Abadi,11,0.445,0.485,7,-7.715,1,0.0265,0.117,1.41e-05,0.292,0.543,66.415,200773,4,IDA221091508,"classic indo pop,dangdut,indonesian psychedelia"
536,Livro Aberto,21,0.546,0.607,9,-8.075,0,0.0306,0.442,0.00186,0.0754,0.571,97.377,219350,4,BREMI8000330,"brega,pop nacional antigas"
537,Jumpa Abri,3,0.789,0.522,9,-9.265,1,0.145,0.196,1.91e-06,0.13,0.87,122.94,92343,4,UKFT41808971,"classic indo pop,dangdut"
538,Abhagara Nindai,0,0.437,0.734,0,-4.049,1,0.221,0.851,0.0,0.169,0.901,182.558,129855,4,INM6G2110823,"filmi,vintage tollywood"
539,Abdaa Maak,0,0.598,0.792,2,-9.166,1,0.343,0.101,0.0,0.136,0.752,180.151,213787,4,EGA019003869,
540,Cuesta Abajo,0,0.564,0.318,9,-11.163,1,0.0441,0.0222,0.248,0.075,0.714,128.715,146510,4,BRMAX2000436,
541,La Abuela,0,0.465,0.495,9,-13.661,1,0.0948,0.899,0.0,0.158,0.516,68.514,119647,4,QZHZ32066860,
542,He's Able,0,0.578,0.492,7,-5.527,1,0.0357,0.827,6.29e-05,0.0761,0.9,111.635,27000,4,FR96X1918261,tamil worship
543,Abtenauer Lied,0,0.44,0.186,0,-11.884,1,0.0576,0.987,0.0,0.155,0.353,70.983,214807,4,ATC191400474,
544,El abujero,1,0.696,0.738,11,-6.292,0,0.0823,0.022,0.126,0.0746,0.915,143.285,150333,4,ES5151001343,
545,Round About,0,0.493,0.112,2,-17.186,1,0.0522,0.976,5.18e-06,0.423,0.202,115.416,256347,4,GBDGA2206789,
546,Uxoshisa Abanye,0,0.73,0.571,2,-15.798,1,0.0616,0.137,3.48e-06,0.329,0.726,108.359,173621,4,ZAC032205868,"afropop,south african choral,south african jazz,world"
547,Alma Abatida,1,0.313,0.363,5,-7.228,1,0.0304,0.902,0.000798,0.423,0.486,100.574,139939,3,US7VG2244298,gospel antigas
548,Absolutely Straight,2,0.704,0.53,7,-13.328,1,0.0513,0.183,0.868,0.0319,0.684,108.681,212013,4,DELI51000246,
549,Abbabbo Shoku,0,0.562,0.775,7,-5.199,1,0.232,0.988,0.644,0.187,0.9,132.774,200760,4,INH100515176,"filmi,vintage tollywood"
550,Jumpa Abri,1,0.79,0.511,9,-9.27,1,0.149,0.164,3.07e-06,0.099,0.874,122.946,92373,4,IDA221094420,"classic indo pop,dangdut"
551,Clareira Aberta,0,0.328,0.483,2,-9.542,1,0.0336,0.574,0.000213,0.117,0.43,100.593,192559,1,ESAAI0204762,
552,Sidi abdejlil,0,0.331,0.464,3,-11.094,0,0.161,0.863,0.341,0.11,0.795,78.25,547621,4,FR43D2200237,maghreb
553,Abrigo Perfeito,1,0.71,0.147,6,-16.016,1,0.0707,0.873,6.76e-05,0.153,0.703,104.037,137561,4,QZHZ52264587,gospel antigas
554,Siete de Abril,0,0.601,0.186,7,-16.906,0,0.0357,0.779,0.00556,0.236,0.554,89.376,187013,3,ARF221611735,
555,Bitter About Love,0,0.248,0.488,9,-18.763,1,0.0436,0.031,0.419,0.14,0.518,160.219,263027,4,GBBJL7900675,
556,Abide With Me,3,0.256,0.266,0,-14.98,1,0.0294,0.819,0.943,0.0991,0.312,84.129,198067,4,DEF068000920,easy listening
557,Noche Abierta - Remasterizado,7,0.494,0.811,2,-8.19,0,0.0602,0.12,0.0206,0.0544,0.624,110.551,243427,3,ES5022101639,rock andaluz
558,MIS TRES ABOGADAS,0,0.711,0.706,8,-6.788,1,0.116,0.286,2.55e-06,0.172,0.724,95.905,182695,4,QZK6P2247104,
559,Tiada Yang Abadi,0,0.317,0.474,5,-10.246,1,0.0358,0.452,0.00103,0.486,0.37,147.382,238136,4,FR10S2252724,"classic indo pop,dangdut"
560,In Absentio - Remastered,0,0.205,0.00787,4,-20.4,0,0.0431,0.989,0.984,0.123,0.135,62.234,99688,4,DEB632126218,
561,Abidjan Me Voy,1,0.561,0.554,5,-13.653,1,0.0479,0.671,0.000201,0.237,0.935,108.617,544183,4,FR6V81514945,"gambian pop,mbalax"
562,Abismo de rosas,0,0.369,0.0361,9,-24.207,1,0.0497,0.914,0.824,0.125,0.08,85.905,367107,4,BRWMB9703369,"bossa nova,brazilian jazz,choro,jazz guitar,mpb,samba,samba-jazz,violao"
563,Abide With Me,2,0.139,0.126,3,-22.165,1,0.0378,0.985,0.932,0.198,0.121,78.16,278729,1,USA561175235,
564,Abroad For Pleasure,2,0.672,0.0619,1,-12.955,1,0.0922,0.863,0.0,0.13,0.449,85.748,181920,3,GBGDM0697008,"british folk,traditional british folk"
565,No Me Abandones,0,0.617,0.107,2,-18.147,1,0.0676,0.98,0.753,0.114,0.824,115.02,189400,4,QM4TW1654776,
566,Balamion Ab To,0,0.434,0.495,5,-10.739,0,0.164,0.977,0.181,0.333,0.742,140.903,315533,3,INH100404577,"classic bollywood,ghazal,hindustani classical,hindustani vocal,indian classical"
567,Tiada Yang Abadi,0,0.317,0.474,5,-10.246,1,0.0358,0.452,0.00103,0.486,0.37,147.382,238136,4,FR96X2287153,"classic indo pop,dangdut"
568,Abismo de rosas,3,0.428,0.061,9,-20.93,1,0.0537,0.924,0.903,0.118,0.0925,78.973,364826,4,BRWMB9705628,"bossa nova,brazilian jazz,choro,jazz guitar,mpb,samba,samba-jazz,violao"
569,All About Love,4,0.493,0.483,0,-12.365,1,0.0321,0.247,0.000164,0.0774,0.308,93.24,330813,4,GBBLY0100326,"oi,punk"
570,Ralph Abernathy speaking,0,0.567,0.329,11,-22.342,0,0.956,0.936,0.0,0.962,0.347,83.845,798467,4,USSF18048702,
571,La Puerta Abierta,0,0.705,0.433,8,-11.009,1,0.0497,0.794,0.07,0.0779,0.856,148.137,231373,4,DOA0U2100032,"bachata dominicana,dominican pop,merengue"
572,Abismo de rosas,1,0.428,0.061,9,-20.93,1,0.0537,0.924,0.903,0.118,0.0925,78.973,364826,4,BRWMB9705628,"bossa nova,brazilian jazz,choro,jazz guitar,mpb,samba,samba-jazz,violao"
573,Tiada Yang Abadi,12,0.572,0.47,2,-4.71,1,0.0304,0.163,0.000327,0.117,0.176,120.615,178977,4,IDC307000626,classic indo pop
574,Kya Sarokaar Ab,0,0.414,0.271,8,-12.686,1,0.0339,0.966,0.0333,0.104,0.307,86.714,246293,4,USA370964785,
575,Abraço de Saudade,0,0.603,0.393,6,-8.244,1,0.0302,0.883,0.000193,0.115,0.762,109.115,165773,4,US7VG1960917,
576,Terra Linda Abençoada,0,0.539,0.826,11,-2.704,1,0.0667,0.288,0.0,0.354,0.908,81.524,109780,3,QZEQU2200303,
577,Abridme Galanica - Remasterizado,1,0.282,0.609,9,-6.881,0,0.0276,0.62,0.238,0.11,0.441,95.543,257773,4,ES5022101427,
578,Tiada Yang Abadi,0,0.401,0.33,10,-13.237,1,0.0283,0.905,0.000309,0.53,0.483,160.048,303219,4,FR10S2229666,classic indo pop
579,Ich Hau Ab,0,0.826,0.407,0,-14.124,1,0.301,0.63,0.0272,0.112,0.513,126.508,271464,4,USON18090012,"meditation,spectra"
580,What About You,0,0.483,0.632,0,-11.737,1,0.236,0.872,0.00152,0.643,0.794,147.392,145518,4,GBXHC2033934,"harmonica blues,louisiana blues,swamp blues"
581,Hang About Now,0,0.532,0.035,2,-21.654,1,0.0399,0.994,0.0339,0.15,0.0577,113.89,250000,4,AUBEC1824822,
582,Man About Town,0,0.657,0.113,5,-35.116,1,0.0419,0.195,0.918,0.212,0.804,111.443,219947,4,ZAC032300428,
583,Fo Pa Abusé,0,0.653,0.795,0,-8.954,1,0.0582,0.568,0.000471,0.102,0.921,112.003,138459,4,QMDA62186418,
584,Aber am Sonntag,2,0.559,0.684,5,-7.101,1,0.0425,0.593,7.15e-05,0.148,0.89,130.129,225467,4,DEZ040600920,"classic schlager,schlager,volksmusik"
585,No Me Abandones,0,0.505,0.399,0,-8.865,0,0.0327,0.858,0.00107,0.309,0.508,96.969,185573,4,US4XG0407077,
586,´Round About Midnight,0,0.442,0.0451,1,-17.258,1,0.0747,0.99,0.549,0.119,0.516,169.768,373600,5,QM4TW2380637,
587,Kau Yang Abadi,0,0.455,0.158,0,-19.738,1,0.0335,0.907,0.427,0.172,0.277,73.597,233858,4,FRX282201588,
588,Bukan Ku Abaikan,0,0.441,0.256,9,-18.04,1,0.0301,0.645,0.00553,0.119,0.386,73.291,258613,4,FR10S2210382,classic indo pop
589,Nahe am Abgrund,0,0.189,0.275,0,-10.746,1,0.0285,0.869,0.734,0.127,0.0429,82.078,244427,4,DEA302187540,german soundtrack
590,Forró Do ABC,12,0.653,0.69,0,-9.142,1,0.0861,0.219,2.33e-05,0.0736,0.933,113.753,209458,4,BRMCA8000016,"bossa nova,brazilian indie,mpb,pop nacional antigas,samba,velha guarda"
591,Abismo de rosas,0,0.463,0.112,9,-15.846,1,0.0526,0.933,0.847,0.111,0.1,94.512,363867,3,BRWMB9705628,"bossa nova,brazilian jazz,choro,jazz guitar,mpb,samba,samba-jazz,violao"
592,Talk About Love,0,0.683,0.658,6,-7.758,0,0.0329,0.0268,0.0,0.0614,0.459,139.741,386493,4,CAU118009295,"classic soul,disco,electro,funk,post-disco,quiet storm,soul,urban contemporary"
593,What's All About,0,0.59,0.812,9,-7.464,1,0.0328,0.352,0.0,0.154,0.902,144.038,136783,4,FIFMF1120163,
594,EL ABUELO OLVIDADO,0,0.704,0.631,7,-5.536,1,0.0514,0.275,0.0,0.0703,0.804,94.999,199274,4,QZK6P2247113,
595,Absher Ya Aalam,0,0.473,0.255,3,-14.728,0,0.0348,0.99,0.663,0.109,0.266,135.684,147775,4,aea148001729,
596,PLRD Abdi Alim,0,0.496,0.3,11,-15.381,1,0.0387,0.433,0.0,0.0803,0.776,106.166,359237,4,IDA881916457,
597,Tiada Yang Abadi,1,0.193,0.491,5,-7.891,1,0.0318,0.631,0.00141,0.528,0.401,151.229,231030,4,FR2X42221515,"classic indo pop,dangdut"
598,Mawwal Abo Elzelf,0,0.187,0.413,0,-11.998,1,0.0463,0.782,0.0247,0.733,0.116,80.74,142199,4,EGA019002455,"classic arab pop,lebanese pop,rif"
599,Noche De Abril,0,0.431,0.268,7,-8.799,1,0.033,0.852,0.0,0.15,0.368,120.97,161440,3,US4XG0406042,
600,La abuelita Berta,0,0.598,0.43,11,-9.662,1,0.0514,0.59,0.000178,0.2,0.635,127.159,241560,4,ES5079900109,
601,Moulay abdessalam - Live,0,0.353,0.656,1,-9.119,1,0.0692,0.929,0.0698,0.364,0.573,114.927,453829,4,FR43D2202894,
602,Death from Above,0,0.419,0.98,8,-3.84,1,0.253,0.0168,0.0,0.344,0.284,109.489,263950,4,USEWM1100076,early us punk
603,Abri A Porta,1,0.627,0.68,2,-7.622,1,0.0472,0.607,0.0,0.129,0.826,107.005,173981,4,BREMI8000266,"mpb,pagode,samba,velha guarda"
604,Panbers - Cinta Abadi,0,0.453,0.507,7,-7.714,1,0.0258,0.11,8.34e-06,0.328,0.586,66.393,200725,4,UKFT41826149,"classic indo pop,dangdut,indonesian psychedelia"
605,Abo Eyoun Gariaa,0,0.431,0.445,7,-11.355,1,0.0346,0.477,0.154,0.394,0.665,138.474,444906,4,EGA019000934,arab groove
606,Tiada Yang Abadi,1,0.506,0.399,9,-11.276,1,0.0302,0.389,3.19e-05,0.109,0.39,75.477,324120,4,IDA221091213,classic indo pop
607,Chalo Ab Se,0,0.563,0.46,10,-6.694,0,0.0338,0.748,0.0,0.107,0.687,79.788,251253,4,USA560923748,"classic pakistani pop,ghazal"
608,In Westminster Abbey,0,0.581,0.196,5,-15.018,1,0.0623,0.971,3.6e-05,0.106,0.427,98.2,209426,3,GBDGA2006269,
609,Thinking About You,0,0.823,0.731,3,-9.671,1,0.0311,0.0666,0.0,0.116,0.966,121.044,138773,4,ZAC032201689,"afrikaans,south african country"
610,Tender Loving Abuse,0,0.45,0.247,6,-17.632,0,0.0291,0.0536,7.46e-05,0.115,0.226,98.071,227307,4,USUM71815427,
611,Tiada Yang Abadi,0,0.506,0.399,9,-11.276,1,0.0302,0.389,3.19e-05,0.109,0.39,75.477,324120,4,IDA221091213,classic indo pop
612,Ralph Abernathy speaking,0,0.538,0.561,1,-20.102,0,0.889,0.899,0.0,0.328,0.0701,78.958,166720,3,USSF18048707,
613,What About You,0,0.359,0.314,2,-14.175,1,0.0368,0.943,0.00618,0.12,0.563,165.836,269000,3,QZGWX2244052,
614,All About You,0,0.654,0.287,1,-17.858,1,0.0364,0.355,0.000876,0.0966,0.701,116.779,240200,4,USDNB8045007,p funk
615,"Abotare, Pt. 2",0,0.518,0.777,5,-8.619,1,0.196,0.945,0.216,0.136,0.886,80.685,363887,3,QZ4P81619301,"highlife,hiplife,old school highlife"
616,Mu Abhimaanini Boli,0,0.456,0.352,6,-13.158,1,0.053,0.989,2.27e-05,0.209,0.797,143.523,128667,4,INH100620556,
617,Thinking About You,0,0.781,0.771,0,-7.901,1,0.0721,0.0126,0.832,0.308,0.738,118.973,194118,4,DELM41804405,
618,Abrele el Corazon,3,0.251,0.434,4,-11.807,1,0.042,0.721,7.78e-06,0.106,0.431,143.43,156056,4,QZFZ32270444,
619,Seis Piez Abajo,2,0.663,0.366,1,-13.217,1,0.0406,0.711,0.0,0.121,0.887,131.452,165329,4,QZNJX2116074,
620,Kaha Abbas Ne,1,0.481,0.0874,0,-17.217,1,0.0598,0.969,0.0,0.0606,0.21,104.96,506147,4,USA560718903,nohay
621,Abraham Molina Mur,0,0.203,0.15,10,-14.329,1,0.0316,0.455,0.875,0.143,0.254,98.408,278013,4,ES5240500404,
622,Si Pensabas Abandonarme,0,0.564,0.158,2,-13.255,1,0.112,0.869,0.0,0.0883,0.695,173.571,110320,3,US4XG0410486,
623,Boogie in Ab,0,0.437,0.658,8,-11.789,1,0.101,0.625,0.574,0.134,0.935,144.751,112547,4,USMKF8018402,
624,Canción de la Abandonada,0,0.452,0.174,4,-14.426,0,0.0348,0.6,9.15e-06,0.165,0.299,152.74,217499,4,UYS052200561,canto popular uruguayo
625,The Abbess St Hilda,0,0.16,0.301,2,-12.849,0,0.0381,0.341,0.205,0.222,0.0446,132.526,315013,4,GB23E1100547,
626,Consejos de Mi Abuela,0,0.693,0.712,0,-5.848,1,0.0454,0.665,3.37e-06,0.377,0.964,107.662,373227,4,QM6N22273773,
627,Por Que Me Abandonaste,0,0.513,0.141,7,-15.937,1,0.0295,0.695,0.000156,0.193,0.643,163.382,228206,3,QZ5AB2389407,
628,"Boletos, pases y abonos",12,0.469,0.929,2,-8.7,1,0.159,0.122,0.309,0.944,0.537,121.885,1073064,4,ARXP71600903,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,rock nacional"
629,Out and About (A),0,0.737,0.469,9,-15.714,0,0.129,0.647,0.222,0.0778,0.527,93.359,31980,4,GBBGL8000038,
630,Guten Abend Gute Nacht,0,0.509,0.11,9,-17.569,1,0.0316,0.95,0.232,0.113,0.295,76.125,151844,3,NLA340916788,
631,Kasihku Padamu Kan Abadi,0,0.429,0.2,0,-19.525,1,0.0374,0.816,0.0288,0.385,0.671,124.766,213761,3,FR2X42232660,
632,Dil Woh Abaad Nahin,1,0.524,0.473,5,-10.098,1,0.0771,0.84,0.0,0.774,0.669,123.344,880625,4,GBKRT8014302,
633,Out and About (B),0,0.651,0.379,7,-16.099,1,0.1,0.676,0.387,0.0782,0.571,87.184,33560,4,GBBGL8000064,
634,"Guten Abend, gut' Nacht",0,0.349,0.27,2,-12.264,1,0.0283,0.974,0.228,0.0992,0.357,74.326,137800,3,DEA347000697,"classic schlager,oktoberfest,volksmusik"
635,Sukhan Dard Ka Ab,0,0.397,0.453,5,-11.797,1,0.044,0.732,7.81e-06,0.376,0.43,132.08,308876,4,US6R21330019,"ghazal,pakistani folk"
636,Consejos De Mi Abuela,2,0.712,0.705,0,-5.859,1,0.0472,0.64,4.29e-06,0.379,0.966,107.494,373200,4,USMP60800067,
637,Abran Cancha - '80 Version,0,0.689,0.36,2,-10.9,1,0.0331,0.725,0.789,0.0818,0.919,115.056,176053,4,ARF100200121,"bandoneon,tango,vintage tango"
638,The Aba Daba Honeymoon,0,0.501,0.249,0,-18.455,1,0.499,0.721,0.0,0.0596,0.433,178.658,163573,4,CAC350500358,"canadian children's music,children's folk,children's music"
639,"Guten Abend, gut' Nacht",3,0.2,0.24,0,-11.377,1,0.0306,0.909,0.183,0.369,0.137,142.185,205733,3,DEF068000860,
640,El Abuelo (En Vivo),0,0.336,0.138,11,-22.668,1,0.0507,0.332,0.000494,0.173,0.0774,112.846,316006,3,USDHM2019416,"classic venezuelan pop,pop romantico"
641,Para Mi Abuelo Jacinto,1,0.513,0.395,2,-13.242,1,0.0429,0.464,0.000119,0.163,0.328,104.521,239909,4,ARXP71604460,huayno peruano
642,Talaa Min Beit Abouha,0,0.581,0.586,10,-9.569,1,0.0435,0.549,8.22e-05,0.553,0.633,146.11,205566,4,FR10S1758320,
643,Let's Talk About You,7,0.555,0.22,11,-14.561,1,0.195,0.907,0.0,0.22,0.381,76.491,132133,5,GBALG8000018,
644,Bailecito de la Abeja,0,0.375,0.521,0,-21.404,1,0.101,0.839,0.805,0.0883,0.14,188.059,80760,3,QM6P41986448,panpipe
645,The One About England,2,0.491,0.0333,3,-25.513,1,0.0321,0.858,0.000206,0.109,0.155,81.21,220373,4,USWB10402872,"alternative country,country rock,folk,folk rock,heartland rock,lilith,mellow gold,new americana,outlaw country,roots rock,singer-songwriter,texas country"
646,Así Bailaban Mis Abuelos,0,0.395,0.572,7,-4.519,1,0.0316,0.637,0.0,0.315,0.758,138.136,164587,4,ARF108000232,cuarteto
